Country,City,AccentCity,Region,Population,Latitude,Longitude
br,claudio,Cláudio,15,21825,-20.433333,-44.766667
br,guaiuba,Guaiuba,6,21822,-4.033333,-38.633333
at,kapfenberg,Kapfenberg,6,21819,47.433333,15.3
do,las matas de farfan,Las Matas de Farfán,23,21803,18.8736111,-71.5213889
br,jaguaruana,Jaguaruana,6,21791,-4.833333,-37.783333
de,stadtallendorf,Stadtallendorf,5,21789,50.833333,9.016667
es,cullera,Cullera,51,21756,39.166667,-0.25
gb,rottingdean,Rottingdean,B6,21756,50.8,-0.05
br,pombal,Pombal,17,21751,-6.766667,-37.783333
ba,cazin,Cazin,1,21741,44.9669444,15.9430556
de,bad pyrmont,Bad Pyrmont,6,21741,51.983333,9.25
gb,amersham,Amersham,B9,21731,51.666667,-0.616667
de,karben,Karben,5,21718,50.233333,8.75
fi,hamina,Hamina,13,21712,60.566667,27.2
br,pirapozinho,Pirapòzinho,27,21711,-22.25,-51.5
fr,fougeres,Fougères,A2,21710,48.350305,-1.194229
ca,bolton,Bolton,8,21709,43.883333,-79.733333
de,kitzingen,Kitzingen,2,21705,49.733333,10.166667
de,donaueschingen,Donaueschingen,1,21699,47.95,8.5
fi,kaarina,Kaarina,15,21684,60.416667,22.416667
am,gavar,Gavar,4,21681,40.3588889,45.1266667
be,gembloux,Gembloux,7,21676,50.566667,4.683333
cr,san pablo,San Pablo,4,21666,10.030131,-84.122144
de,lebach,Lebach,9,21665,49.4,6.916667
br,alvares machado,Álvares Machado,27,21642,-22.133333,-51.5
de,weilheim,Weilheim,2,21635,47.833333,11.15
gb,portadown,Portadown,R8,21617,54.433333,-6.45
be,rixensart,Rixensart,2,21616,50.716667,4.533333
gb,ossett,Ossett,O7,21616,53.666667,-1.566667
de,uberlingen,Überlingen,1,21613,47.766667,9.166667
es,castro-urdiales,Castro-Urdiales,39,21605,43.382855,-3.220433
de,guben,Guben,11,21602,51.95,14.716667
br,barras,Barras,20,21597,-4.25,-42.3
de,lichtenfels,Lichtenfels,2,21586,50.15,11.066667
cl,lautaro,Lautaro,4,21579,-38.516667,-72.45
de,meiningen,Meiningen,15,21570,50.55,10.416667
br,gandu,Gandu,5,21566,-13.75,-39.5
fr,villeneuve-la-garenne,Villeneuve-la-Garenne,A8,21557,48.939354,2.31478
cg,mossendjo,Mossendjo,7,21555,-2.9505556,12.7261111
de,eschwege,Eschwege,5,21546,51.183333,10.066667
de,traunreut,Traunreut,2,21535,47.966667,12.6
de,bad kissingen,Bad Kissingen,2,21527,50.2,10.083333
de,sonthofen,Sonthofen,2,21512,47.516667,10.283333
br,moju,Moju,16,21511,-1.883333,-48.766667
ci,tabou,Tabou,76,21511,4.42295,-7.3528
fr,frontignan,Frontignan,A9,21511,43.448478,3.753997
bi,ngozi,Ngozi,19,21506,-2.9083333,29.8277778
ca,glace bay,Glace Bay,7,21504,46.2,-59.966667
de,waren,Waren,12,21504,53.516667,12.683333
de,wilnsdorf,Wilnsdorf,7,21498,50.816667,8.1
dz,tazmalt,Tazmalt,18,21497,36.3872222,4.4016667
es,sitges,Sitges,56,21495,41.237045,1.807316
br,taquarituba,Taquarituba,27,21493,-23.516667,-49.25
be,oostkamp,Oostkamp,9,21489,51.15,3.233333
fr,cormeilles-en-parisis,Cormeilles-en-Parisis,A8,21487,48.971112,2.204912
br,pocone,Poconé,14,21485,-16.259722,-56.626944
fr,cenon,Cenon,97,21483,44.8559,-0.51839
au,caboolture,Caboolture,4,21478,-27.08465,152.951096
cz,kutna hora,Kutna Hora,88,21474,49.95,15.266667
br,santa rosa de viterbo,Santa Rosa de Viterbo,27,21473,-21.466667,-47.35
de,eppingen,Eppingen,1,21457,49.136944,8.910278
bw,ramotswa,Ramotswa,9,21451,-24.8666667,25.8166667
de,dillingen,Dillingen,9,21451,49.35,6.733333
fr,lormont,Lormont,97,21437,44.874949,-0.517819
br,jose de freitas,José de Freitas,20,21433,-4.75,-42.583333
br,igarape,Igarapé,15,21427,-20.066667,-44.3
fr,moulins,Moulins,98,21425,46.566667,3.333333
br,guaramirim,Guaramirim,26,21422,-26.45,-49
br,vargem grande,Vargem Grande,13,21420,-3.55,-43.933333
de,bad soden,Bad Soden,5,21418,50.133333,8.5
de,gelnhausen,Gelnhausen,5,21417,50.2,9.183333
de,wittmund,Wittmund,6,21417,53.566667,7.783333
ca,saint-georges,Saint-Georges,10,21416,46.116667,-70.666667
de,herborn,Herborn,5,21404,50.683333,8.316667
de,lobau,Löbau,13,21398,51.1,14.666667
az,zabrat,Zabrat,9,21396,40.476104,49.941582
br,cambara,Cambará,18,21380,-23.0411,-50.0741
es,alcala la real,Alcalá la Real,51,21377,37.461402,-3.923013
br,xaxim,Xaxim,26,21376,-26.933333,-52.516667
ca,buckingham,Buckingham,10,21373,45.583333,-75.416667
de,lubbenau,Lübbenau,11,21356,51.866667,13.966667
br,conchal,Conchal,27,21351,-22.333333,-47.166667
de,dobeln,Döbeln,13,21318,51.116667,13.116667
br,portel,Portel,16,21315,-1.95,-50.816667
es,zarautz,Zarautz,59,21303,43.283333,-2.166667
br,itupiranga,Itupiranga,16,21301,-5.15,-49.333333
fr,fecamp,Fécamp,A7,21300,49.756728,0.372873
gb,buxton,Buxton,D3,21300,53.25,-1.916667
de,xanten,Xanten,7,21294,51.666667,6.45
al,kruje,Krujë,42,21286,41.5091667,19.7927778
ca,port alberni,Port Alberni,2,21282,49.233333,-124.8
br,laranjal paulista,Laranjal Paulista,27,21264,-23.048726,-47.835968
de,alfeld,Alfeld,6,21258,51.983333,9.833333
de,schortens,Schortens,6,21251,53.533333,7.95
br,cambui,Cambuí,15,21247,-22.616667,-46.066667
fi,tornio,Tornio,6,21236,65.85,24.183333
gb,elgin,Elgin,V6,21236,57.65,-3.333333
fr,deuil-la-barre,Deuil-la-Barre,A8,21233,48.976743,2.327222
de,versmold,Versmold,7,21227,52.05,8.15
fr,auch,Auch,B3,21221,43.645401,0.587933
cl,nacimiento,Nacimiento,6,21220,-37.5,-72.666667
de,luckenwalde,Luckenwalde,11,21217,52.083333,13.166667
fr,millau,Millau,B3,21215,44.098553,3.080528
fr,sainte-foy-les-lyon,Sainte-Foy-lès-Lyon,B9,21206,45.73692,4.796883
ao,caala,Caála,8,21205,-12.8525,15.560556
co,sampues,Sampués,27,21204,9.183611,-75.381667
br,paracuru,Paracuru,6,21197,-3.4,-39.066667
cz,nachod,Nachod,82,21196,50.416667,16.166667
bg,ajtos,Ajtos,39,21177,42.7,27.25
br,vassouras,Vassouras,21,21175,-22.406111,-43.664167
gb,seaham,Seaham,D8,21170,54.836667,-1.338056
co,sabanagrande,Sabanagrande,4,21167,10.789605,-74.755254
co,sabanagrande,Sabanagrande,38,21167,10.719722,-74.682778
fr,loos,Loos,B4,21167,50.609823,3.018743
fr,allauch,Allauch,B8,21156,43.335552,5.482769
co,carmen de viboral,Carmen de Viboral,2,21152,6.082358,-75.335088
bf,leo,Léo,72,21151,11.1,-2.1
ca,parksville,Parksville,2,21150,49.3,-124.316667
do,san jose de ocoa,San José de Ocoa,17,21149,18.55,-70.5
bf,nouna,Nouna,58,21144,12.7333333,-3.8666667
de,puttlingen,Püttlingen,9,21142,49.283333,6.883333
ao,luena,Luena,14,21115,-11.783333,19.916667
be,zemst,Zemst,2,21096,50.983333,4.466667
br,ruy barbosa,Ruy Barbosa,5,21093,-12.3,-40.45
de,buckeburg,Bückeburg,6,21077,52.266667,9.05
br,ouro fino,Ouro Fino,23,21076,-28.983333,-52.816667
br,oeiras,Oeiras,20,21071,-7.016667,-42.133333
fr,la celle-saint-cloud,La Celle-Saint-Cloud,A8,21069,48.85029,2.145234
fr,croix,Croix,B4,21062,50.678464,3.149304
do,bayaguana,Bayaguana,32,21059,18.75,-69.6333333
gb,huntingdon,Huntingdon,C3,21059,52.333333,-0.183333
br,portao,Portão,23,21051,-29.7,-51.25
br,tres coroas,Três Coroas,23,21051,-29.533333,-50.8
br,esperantina,Esperantina,20,21044,-3.9,-42.233333
de,holzminden,Holzminden,6,21028,51.816667,9.45
be,koksijde,Koksijde,9,21027,51.1,2.65
gb,consett,Consett,D8,21016,54.85,-1.833333
bf,po,Pô,65,21003,11.1697222,-1.145
az,sabuncu,Sabunçu,9,20996,40.4425,49.948056
de,neu wulmstorf,Neu Wulmstorf,6,20988,53.466667,9.8
fr,fleury-les-aubrais,Fleury-les-Aubrais,A3,20981,47.933276,1.918111
br,dois corregos,Dois Córregos,27,20975,-22.366667,-48.35
bj,tchaourou,Tchaourou,3,20971,8.8833333,2.6
de,vaterstetten,Vaterstetten,2,20962,48.116667,11.783333
be,chaudfontaine,Chaudfontaine,4,20960,50.583333,5.633333
gh,shama,Shama,9,20946,5,-1.65
gb,dronfield,Dronfield,D3,20942,53.3,-1.466667
au,goulburn,Goulburn,2,20941,-34.751549,149.720856
fr,forbach,Forbach,B2,20938,49.185575,6.891406
de,aichach,Aichach,2,20935,48.466667,11.133333
de,prenzlau,Prenzlau,11,20922,53.316667,13.866667
br,maragogipe,Maragogipe,5,20921,-12.766667,-38.916667
de,halle,Halle,7,20921,52.066667,8.366667
co,flandes,Flandes,28,20919,4.294127,-74.819011
br,pedra azul,Pedra Azul,15,20899,-16.016667,-41.266667
br,frederico westphalen,Frederico Westphalen,23,20896,-27.366667,-53.4
br,barra,Barra,5,20895,-11.083333,-43.166667
bi,rutana,Rutana,20,20894,-3.9191667,29.9936111
de,engelskirchen,Engelskirchen,7,20883,50.983333,7.4
cg,gamboma,Gamboma,8,20877,-1.8763889,15.8644444
de,sommerda,Sömmerda,15,20872,51.15,11.1
de,bad rappenau,Bad Rappenau,1,20868,49.240556,9.1025
de,bergneustadt,Bergneustadt,7,20865,51.033333,7.65
cu,minas,Minas,5,20863,21.4833333,-77.6166667
cg,impfondo,Impfondo,6,20859,1.6380556,18.0666667
fi,heinola,Heinola,13,20849,61.216667,26.033333
de,bad berleburg,Bad Berleburg,7,20830,51.05,8.4
es,palafrugell,Palafrugell,56,20830,41.917381,3.163098
dk,haderslev,Haderslev,21,20825,55.252434,9.489315
de,bruchkobel,Bruchköbel,5,20820,50.183333,8.916667
dk,skive,Skive,18,20815,56.563814,9.040245
de,hockenheim,Hockenheim,1,20814,49.322778,8.545833
gb,penzance,Penzance,C6,20812,50.113611,-5.547778
es,cabra,Cabra,51,20806,37.47249,-4.44206
br,sarzedo,Sarzedo,15,20800,-20.033333,-44.15
fr,roissy-en-brie,Roissy-en-Brie,A8,20799,48.791594,2.64747
fr,voiron,Voiron,B9,20795,45.363948,5.592093
be,nijlen,Nijlen,1,20792,51.166667,4.65
de,geseke,Geseke,7,20790,51.65,8.516667
br,andira,Andirá,18,20758,-23.0488,-50.2276
bw,thamaga,Thamaga,6,20757,-24.7166667,25.5333333
de,husum,Husum,10,20753,54.466667,9.05
ch,baar,Baar,24,20752,47.196254,8.529544
de,unterhaching,Unterhaching,2,20751,48.05,11.633333
es,loja,Loja,51,20750,37.164893,-4.148524
br,barra de sao francisco,Barra de São Francisco,8,20743,-18.75,-40.866667
de,hiddenhausen,Hiddenhausen,7,20742,52.166667,8.616667
fr,denain,Denain,B4,20736,50.329295,3.394298
de,stadtlohn,Stadtlohn,7,20726,51.983333,6.933333
fr,montmorency,Montmorency,A8,20723,48.988258,2.343398
cr,calle blancos,Calle Blancos,8,20714,9.95,-84.066667
ga,lambarene,Lambaréné,3,20714,-0.7,10.2166667
at,modling,Modling,3,20710,48.083333,16.283333
de,germersheim,Germersheim,8,20706,49.223056,8.363889
co,villeta,Villeta,33,20689,5.008856,-74.472264
au,maryborough,Maryborough,4,20680,-25.54073,152.704926
de,ennigerloh,Ennigerloh,7,20678,51.833333,8.016667
gr,aiyion,Aíyion,38,20665,38.2486111,22.0819444
ca,truro,Truro,7,20650,45.366667,-63.3
gb,chesham,Chesham,B9,20649,51.7,-0.6
cz,jirkov,Jirkov,89,20648,50.5,13.45
cz,blansko,Blansko,78,20643,49.363931,16.647513
be,zoersel,Zoersel,1,20642,51.266667,4.7
de,altena,Altena,7,20641,51.3,7.666667
co,carepa,Carepa,2,20627,7.758489,-76.652545
be,tervuren,Tervuren,2,20623,50.816667,4.516667
cf,boda,Boda,7,20621,4.3166667,17.4666667
gb,workington,Workington,C9,20618,54.65,-3.566667
br,sao joao da barra,São João da Barra,21,20606,-21.633333,-41.05
be,frameries,Frameries,3,20598,50.4,3.9
de,kurten,Kürten,7,20588,51.05,7.266667
fr,olivet,Olivet,A3,20579,47.862194,1.8991
br,petrolandia,Petrolândia,30,20575,-9.083333,-38.3
br,sao luis do quitunde,São Luís do Quitunde,2,20564,-9.333333,-35.55
fr,sceaux,Sceaux,A8,20564,48.776442,2.290258
am,artashat,Artashat,2,20562,39.9538889,44.5505556
fr,gardanne,Gardanne,B8,20541,43.454638,5.469878
gb,stamford,Stamford,H7,20526,52.65,-0.483333
br,flores da cunha,Flores da Cunha,23,20522,-29.0287,-51.1822
de,edewecht,Edewecht,6,20519,53.133333,7.983333
br,sena madureira,Sena Madureira,1,20516,-9.066667,-68.666667
fr,saint-mande,Saint-Mandé,A8,20516,48.838642,2.415791
de,sulzbach-rosenberg,Sulzbach-Rosenberg,2,20511,49.498333,11.751667
es,santa cruz de la palma,Santa Cruz de la Palma,53,20501,28.682798,-17.763732
fr,les lilas,Les Lilas,A8,20499,48.879918,2.420573
bg,botevgrad,Botevgrad,58,20497,42.9,23.7833333
co,ubate,Ubaté,33,20486,5.309326,-73.815745
de,werdohl,Werdohl,7,20481,51.266667,7.766667
de,uetze,Uetze,6,20477,52.466667,10.2
br,almeirim,Almeirim,16,20464,-1.533333,-52.566667
es,sant feliu de guixols,Sant Feliu de Guíxols,56,20457,41.78476,3.028978
gh,akwatia,Akwatia,9,20451,6.05,-0.8
br,colorado,Colorado,18,20449,-22.816667,-51.95
br,queimadas,Queimadas,17,20446,-7.35,-35.916667
de,eschborn,Eschborn,5,20438,50.133333,8.55
ad,andorra la vella,Andorra la Vella,7,20430,42.5,1.5166667
es,requena,Requena,60,20428,39.483333,-1.1
fr,velizy-villacoublay,Vélizy-Villacoublay,A8,20426,48.781981,2.193947
br,murici,Murici,2,20420,-9.316667,-35.933333
de,enger,Enger,7,20417,52.133333,8.566667
fr,saint-michel-sur-orge,Saint-Michel-sur-Orge,A8,20413,48.634788,2.30831
fi,hollola,Hollola,13,20405,61.05,25.433333
fr,saint-louis,Saint-Louis,C1,20387,47.588364,7.562469
am,goris,Goris,8,20379,39.5077778,46.3386111
fi,valkeakoski,Valkeakoski,15,20376,61.266667,24.033333
be,schilde,Schilde,1,20373,51.233333,4.566667
co,barbosa,Barbosa,26,20373,5.931675,-73.615065
br,abaete,Abaeté,15,20371,-19.15,-45.45
de,rastede,Rastede,6,20358,53.25,8.2
de,eislingen,Eislingen,1,20343,48.7,9.7
et,asayita,Asayita,45,20342,11.563611,41.439444
fr,cahors,Cahors,B3,20336,44.454598,1.43924
br,buique,Buíque,30,20324,-8.616667,-37.15
ca,new glasgow,New Glasgow,7,20322,45.583333,-62.633333
de,gersthofen,Gersthofen,2,20322,48.416667,10.883333
de,wittenberge,Wittenberge,11,20322,53,11.75
ee,viljandi,Viljandi,20,20310,58.3638889,25.59
cr,canas,Cañas,3,20309,10.429397,-85.093113
de,heide,Heide,10,20309,54.2,9.1
fr,longjumeau,Longjumeau,A8,20301,48.695029,2.307355
et,bedele,Bedele,51,20297,8.456003,36.353024
be,kontich,Kontich,1,20290,51.133333,4.45
de,quickborn,Quickborn,10,20281,53.733333,9.9
cu,esmeralda,Esmeralda,5,20274,21.8525,-78.1169444
de,nidderau,Nidderau,5,20274,50.25,8.9
es,medina del campo,Medina del Campo,55,20273,41.312394,-4.914133
es,lalin,Lalín,58,20266,42.660853,-8.112852
co,san jacinto,San Jacinto,35,20265,9.827668,-75.121701
cu,nueva gerona,Nueva Gerona,4,20264,21.8833333,-82.8
de,oberkirch,Oberkirch,1,20264,48.533333,8.083333
br,amambai,Amambaí,11,20261,-23.083333,-55.216667
de,nottuln,Nottuln,7,20256,51.933333,7.35
fr,vaureal,Vauréal,A8,20250,49.033333,2.033333
be,zele,Zele,8,20236,51.066667,4.033333
de,vlotho,Vlotho,7,20219,52.166667,8.85
at,lustenau,Lustenau,8,20218,47.433056,9.65
by,pastavy,Pastavy,7,20218,55.1163889,26.8338889
de,giengen,Giengen,1,20211,48.616667,10.25
fi,siilinjarvi,Siilinjärvi,14,20210,63.083333,27.666667
gb,failsworth,Failsworth,K1,20210,53.516667,-2.133333
ec,san lorenzo,San Lorenzo,9,20209,1.2883333,-78.8369444
cu,jaruco,Jaruco,11,20207,23.0430556,-82.0108333
gb,bellshill,Bellshill,V8,20201,55.816667,-4.016667
br,castelo,Castelo,8,20198,-20.6,-41.2
de,mossingen,Mössingen,1,20197,48.4,9.066667
gp,sainte-rose,Sainte-Rose,0,20194,16.3333333,-61.6833333
de,waldkirch,Waldkirch,1,20193,48.1,7.966667
co,tuquerres,Túquerres,20,20185,1.092341,-77.620852
de,friesoythe,Friesoythe,6,20178,53.016667,7.85
fr,concarneau,Concarneau,A2,20178,47.875019,-3.922449
es,lepe,Lepe,51,20176,37.254819,-7.204334
et,nedjo,Nedjo,51,20170,9.5,35.5
fr,manosque,Manosque,B8,20170,43.832871,5.783948
cl,canete,Canete,6,20158,-37.8,-73.383333
gb,atherton,Atherton,P7,20149,53.516667,-2.5
gh,apam,Apam,4,20148,5.2833333,-0.7333333
de,bad langensalza,Bad Langensalza,15,20144,51.1,10.65
de,steinhagen,Steinhagen,7,20143,52,8.4
br,cangucu,Canguçu,23,20134,-31.4,-52.683333
de,haiger,Haiger,5,20134,50.75,8.216667
es,paiporta,Paiporta,60,20134,39.433333,-0.416667
be,braine-le-comte,Braine-le-Comte,3,20133,50.6,4.133333
de,haldensleben,Haldensleben,14,20131,52.3,11.416667
br,astorga,Astorga,18,20129,-23.216667,-51.666667
cf,alindao,Alindao,11,20125,5.0333333,21.2166667
ao,lucapa,Lucapa,17,20115,-8.419151,20.744655
co,circasia,Circasia,23,20113,4.618889,-75.635833
fr,annecy-le-vieux,Annecy-le-Vieux,B9,20103,45.919715,6.143929
br,itaparica,Itaparica,5,20101,-12.9,-38.7
br,penha,Penha,26,20097,-26.766667,-48.65
cu,colombia,Colombia,13,20096,20.9880556,-77.4297222
bj,allada,Allada,2,20094,6.65,2.15
de,heusweiler,Heusweiler,9,20094,49.35,6.933333
au,kwinana,Kwinana,8,20087,-32.230129,115.781281
fr,halluin,Halluin,B4,20075,50.786277,3.126114
br,capelinha,Capelinha,15,20074,-17.7,-42.516667
br,pedra branca,Pedra Branca,6,20072,-5.45,-39.716667
co,lerida,Lérida,28,20069,4.862417,-74.909768
bg,harmanli,Harmanli,43,20065,41.9333333,25.9
br,mauriti,Mauriti,6,20064,-7.383333,-38.766667
cd,kasongo-lunda,Kasongo-Lunda,8,20059,-6.466667,16.816667
be,boussu,Boussu,3,20058,50.433333,3.8
de,bad schwartau,Bad Schwartau,10,20052,53.916667,10.7
gn,pita,Pita,25,20051,11.0833333,-12.4
br,guapore,Guaporé,23,20050,-28.85,-51.9
co,villanueva,Villanueva,32,20033,5.283333,-71.966667
fr,luneville,Lunéville,B2,20017,48.591172,6.495426
de,zulpich,Zülpich,7,20010,50.7,6.65
de,wachtberg,Wachtberg,7,20004,50.633333,7.1
br,posse,Posse,29,20003,-14.083333,-46.366667
de,schwalmstadt,Schwalmstadt,5,20002,50.933333,9.216667
be,bornem,Bornem,1,19997,51.1,4.233333
fr,sedan,Sedan,A4,19997,49.70022,4.948389
br,santa barbara,Santa Bárbara,15,19991,-19.933333,-43.4
cu,fomento,Fomento,14,19991,22.1038889,-79.7216667
fi,kuusankoski,Kuusankoski,13,19986,60.9,26.633333
de,schwanewede,Schwanewede,6,19985,53.233333,8.6
co,chaparral,Chaparral,28,19982,3.723149,-75.483165
de,horstel,Hörstel,7,19979,52.316667,7.583333
be,balen,Balen,1,19978,51.166667,5.15
de,wenden,Wenden,7,19977,50.966667,7.866667
au,burnie,Burnie,6,19976,-41.05584,145.903748
be,huy,Huy,4,19973,50.516667,5.233333
be,colfontaine,Colfontaine,3,19964,50.383333,3.866667
cz,zatec,Zatec,88,19961,50.326309,13.544673
br,tambau,Tambaú,27,19957,-21.7,-47.266667
br,ibirataia,Ibirataia,5,19943,-14.066667,-39.633333
de,florsheim,Flörsheim,5,19936,50.016667,8.433333
de,oschersleben,Oschersleben,14,19929,52.033333,11.25
fr,eysines,Eysines,97,19925,44.883522,-0.646859
be,zonhoven,Zonhoven,5,19922,50.983333,5.35
de,schopfheim,Schopfheim,1,19919,47.65,7.816667
br,livramento,Livramento,5,19914,-13.65,-41.833333
bg,karnobat,Karnobat,39,19902,42.65,26.9833333
br,prata,Prata,15,19896,-19.3,-48.916667
es,moncada,Moncada,60,19890,39.55,-0.4
br,itubera,Ituberá,5,19888,-13.733333,-39.15
br,joao camara,João Câmara,22,19886,-5.533333,-35.8
au,kawana waters,Kawana Waters,4,19881,-26.705999,153.131577
de,senden,Senden,7,19880,51.85,7.5
es,alfafar,Alfafar,60,19880,39.416667,-0.383333
gb,dumbarton,Dumbarton,W7,19878,55.95,-4.566667
de,hessisch oldendorf,Hessisch Oldendorf,6,19871,52.166667,9.25
gb,gainsborough,Gainsborough,H7,19871,53.383333,-0.766667
de,eitorf,Eitorf,7,19867,50.766667,7.45
bj,aplahoue,Aplahoué,12,19862,6.9333333,1.6833333
br,veranopolis,Veranópolis,23,19862,-28.95,-51.55
bf,koupela,Koupéla,28,19850,12.1794444,-0.3516667
es,san juan de aznalfarache,San Juan de Aznalfarache,51,19848,37.358125,-6.037314
cu,bahia honda,Bahía Honda,1,19834,22.9036111,-83.1591667
fr,orly,Orly,A8,19830,48.747921,2.392525
fr,dax,Dax,97,19827,43.706102,-1.053855
gp,capesterre-belle-eau,Capesterre-Belle-Eau,0,19823,16.05,-61.55
fr,maurepas,Maurepas,A8,19817,48.764859,1.92923
br,catole do rocha,Catolé do Rocha,17,19812,-6.35,-37.75
de,wittstock,Wittstock,11,19811,53.15,12.5
cf,batangafo,Batangafo,15,19810,7.3,18.3
bf,zorgo,Zorgo,20,19789,12.2488889,-0.6158333
br,guacui,Guaçuí,8,19787,-20.766667,-41.683333
de,templin,Templin,11,19764,53.116667,13.5
br,alegre,Alegre,8,19758,-20.766667,-41.533333
de,bad waldsee,Bad Waldsee,1,19749,47.916667,9.766667
dz,tigzirt,Tigzirt,14,19748,36.8938889,4.1225
de,bad driburg,Bad Driburg,7,19743,51.733333,9.016667
bi,bururi,Bururi,10,19740,-3.9511111,29.6166667
de,telgte,Telgte,7,19739,51.983333,7.783333
co,galapa,Galapa,4,19733,10.896863,-74.885996
au,craigieburn,Craigieburn,7,19728,-37.6,144.95
co,aguadas,Aguadas,37,19727,5.611612,-75.456235
cz,louny,Louny,89,19720,50.355707,13.809376
de,seligenstadt,Seligenstadt,5,19711,50.05,8.983333
br,itapuranga,Itapuranga,29,19709,-15.583333,-49.983333
et,himora,Himora,53,19708,14.290593,36.608076
be,lochristi,Lochristi,8,19696,51.1,3.833333
ch,meyrin,Meyrin,7,19691,46.228245,6.064189
ch,carouge,Carouge,7,19688,46.186153,6.13463
br,pentecoste,Pentecoste,6,19681,-3.8,-39.283333
br,imbituva,Imbituva,18,19671,-25.2,-50.583333
de,hechingen,Hechingen,1,19671,48.35,8.983333
fr,saint-genis-laval,Saint-Genis-Laval,B9,19668,45.695582,4.793397
cz,hranice,Hranice,84,19666,49.556306,17.735236
de,waldbrol,Waldbröl,7,19660,50.883333,7.616667
au,whyalla,Whyalla,5,19646,-33.032681,137.564835
de,nordlingen,Nördlingen,2,19646,48.85,10.5
cu,jatibonico,Jatibonico,14,19644,21.9419444,-79.17
bi,makamba,Makamba,17,19642,-4.1347222,29.805
bo,san borja,San Borja,3,19641,-14.8166667,-66.85
fr,mantes-la-ville,Mantes-la-Ville,A8,19639,48.973736,1.702529
co,guacari,Guacarí,29,19637,3.763828,-76.332916
fr,chevilly-larue,Chevilly-Larue,A8,19630,48.76476,2.350297
br,labrea,Lábrea,4,19624,-7.266667,-64.783333
de,teltow,Teltow,11,19624,52.4,13.266667
es,llodio,Llodio,59,19623,43.143222,-2.962042
ca,whitehorse,Whitehorse,12,19616,60.716667,-135.05
br,prudentopolis,Prudentópolis,18,19611,-25.2,-50.95
gh,salaga,Salaga,6,19609,8.55,-0.5166667
es,alhaurin el grande,Alhaurín el Grande,51,19605,36.643002,-4.687276
br,sento se,Sento Sé,5,19596,-9.666667,-41.3
co,chinu,Chinú,12,19596,9.10569,-75.398116
br,condado,Condado,30,19585,-7.583333,-35.1
fr,cognac,Cognac,B7,19585,45.7,-0.333333
gr,amalias,Amaliás,39,19580,37.8,21.35
de,burscheid,Burscheid,7,19579,51.1,7.116667
br,ibicarai,Ibicaraí,5,19575,-14.85,-39.6
br,vicosa,Viçosa,2,19574,-9.4,-36.233333
br,sao raimundo nonato,São Raimundo Nonato,20,19569,-9.016667,-42.7
fr,meylan,Meylan,B9,19569,45.219879,5.790074
fr,morsang-sur-orge,Morsang-sur-Orge,A8,19567,48.661805,2.353385
bw,moshupa,Moshupa,10,19563,-24.8,25.3833333
br,santa cruz cabralia,Santa Cruz Cabrália,5,19549,-16.283333,-39.033333
de,ochtrup,Ochtrup,7,19543,52.216667,7.183333
gr,arta,Árta,20,19541,39.1605556,20.9852778
br,cajuru,Cajuru,27,19540,-21.283333,-47.3
br,sao joao dos patos,São João dos Patos,13,19539,-6.5,-43.7
be,poperinge,Poperinge,9,19537,50.85,2.716667
de,schneverdingen,Schneverdingen,6,19537,53.116667,9.8
et,sebeta,Sebeta,51,19537,8.916667,38.616667
fr,pertuis,Pertuis,B8,19530,43.69252,5.502854
fr,saint-gratien,Saint-Gratien,A8,19521,48.973497,2.287287
de,schwalmtal,Schwalmtal,7,19510,51.216667,6.266667
de,gunzburg,Günzburg,2,19507,48.45,10.266667
fr,hem,Hem,B4,19497,50.656636,3.189708
fr,lannion,Lannion,A2,19495,48.732445,-3.459116
br,butia,Butiá,23,19494,-30.116667,-51.966667
gb,kirkintilloch,Kirkintilloch,U5,19489,55.916667,-4.166667
be,sint-katelijne-waver,Sint-Katelijne-Waver,1,19487,51.066667,4.533333
br,sao goncalo do sapucai,São Gonçalo do Sapucaí,15,19487,-21.9,-45.6
ch,wadenswil,Wadenswil,17,19473,47.228726,8.670585
br,pinheiral,Pinheiral,21,19469,-22.516667,-43.983333
es,los llanos de aridane,Los Llanos de Aridane,53,19461,28.658507,-17.918211
dk,ishoj,Ishøj,17,19453,55.618404,12.328128
es,nijar,Níjar,51,19449,36.966298,-2.204491
es,cambre,Cambre,58,19445,43.294376,-8.34736
bi,kayanza,Kayanza,15,19443,-2.9222222,29.6222222
ca,terrace,Terrace,2,19443,54.5,-128.583333
ca,north battleford,North Battleford,11,19440,52.766667,-108.283333
es,alboraya,Alboraya,60,19431,39.5,-0.35
es,aspe,Aspe,60,19430,38.345112,-0.767215
fi,sipoo,Sipoo,13,19430,60.366667,25.266667
br,gameleira,Gameleira,30,19424,-8.583333,-35.4
br,eloi mendes,Elói Mendes,15,19413,-21.616667,-45.566667
fr,saint-lo,Saint-Lô,99,19411,49.113813,-1.081905
cf,bouca,Bouca,12,19383,6.5,18.2833333
de,gauting,Gauting,2,19381,48.066667,11.366667
ch,wetzikon,Wetzikon,25,19377,47.325771,8.795716
fr,montceau-les-mines,Montceau-les-Mines,A1,19375,46.666667,4.366667
de,waghausel,Waghäusel,1,19373,49.256389,8.507222
de,bexbach,Bexbach,9,19372,49.333333,7.266667
de,mayen,Mayen,8,19372,50.333333,7.216667
de,frankenberg,Frankenberg,5,19366,51.066667,8.8
